rating,userName,date,title,isEdited,review,app_name,app_id,developerResponse
1,brianlzf,2018-07-09 07:25:09,Made me wait 2 hours for food that didn’t arrive,False,"I ordered food that they claimed was going to arrive in 40 minutes, but after 2 hours they cancelled on me. Ordered food again, but the delivery estimate changed after the order was made from 35 minutes to 3 hours later. So I didn’t end up being able to get food from the app. App is also slow and inefficient. Stay away from Foodpanda and use another app instead.",foodpanda-food-delivery,758103884,"{'id': 11351877, 'body': 'Hey brianlzf, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-20T09:57:23Z'}"
1,cOppuck,2021-02-21 07:28:35,"First time order, slow delivery more than hour",False,"I have used Foodpanda for the first time but very disappointed. My order is #ju00-ooyi and I placed my order at 13:21. The App said it takes about 30 mins to deliver but now 14:25. It is more than 1 hour without delivery yet and I have no any update rather than “it will be deliver within 5 mins” since first 30 mins.

Do not use this app. Very bad management. Go to Grab or others instead.",foodpanda-food-delivery,758103884,
5,Smashscion,2018-11-18 12:56:46,Never takes card payment,False,"No matter what it says, I could never get to pay with my credit card. This is really frustrating.",foodpanda-food-delivery,758103884,"{'id': 11340447, 'body': 'Hey Smashscion, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T06:37:42Z'}"
1,Robert 18373,2019-04-20 08:46:06,Can’t be trusted to deliver your food,False,"I have a high tolerance for forgiveness but food panda has finally broken that. All of my last several orders, over several weeks, have successful been accepted, shown progress on delivery, extended the expected delivery time, and then been cancelled. I thought it was bad luck at first but it’s now clear it’s the terrible, unreliable app/service. If you’re expecting to get the food you ordered and paid for delivered, good luck.",foodpanda-food-delivery,758103884,"{'id': 11328406, 'body': '""Hey Robert, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T11:57:51Z'}"
5,odellcs,2017-11-29 09:05:25,Easy and Excellent,False,Gave it a try and now find myself using it almost weekly. It makes ordering food for meetings a snap. One time they had to delay the order a few minutes and someone called me immediately to make sure it was ok.,foodpanda-food-delivery,758103884,
4,Kiddo Jude,2020-03-06 10:51:22,Thumb’s up!,False,"I’m so satisfied with the service. Yesterday, I thought the food would be brought to the point after 40mis I ordered so I went somewhere which was a bit far from the point yet within 20mins the rider contacted me and tried to get closer to the spot where I was.",foodpanda-food-delivery,758103884,
2,notafanofoctoly,2021-10-17 03:48:24,Needs Improvement,False,My saved favorite restaurants that I previously ordered were no longer available in my area. I reached out to Food Panda and restaurants but they seem couldnt figure it out. Choices are getting limited. Used to like this apps coz I live in the US and I order food for my family 3-4x a week. Now I dont think I will be sending quite often.,foodpanda-food-delivery,758103884,
2,anaanhrami,2020-12-09 06:39:24,Fails to load all possible options at times,False,"This is from a new customer of foodpanda. The app seems like it doesn’t always work since I’ve been trying to use for the last few days, it keeps showing me no delivery options in DHA Lahore while saying there’s 328 restaurants near me. Hope someone can reach out to me in regards to his specific bug.",foodpanda-food-delivery,758103884,
5,fooodpanda,2020-01-06 14:43:15,"Request, from bd",False,"Foodpanda should really add a beverage option. I’m lazy so I order food from foodpanda but I have to out anyways to get my self Pepsi or Coca Cola. The rider should accept request from the customer to get beverages too on their way, like do you get me???",foodpanda-food-delivery,758103884,
5,Tiffy786,2017-09-11 11:04:05,Excellent speed and customer service!,False,"Wow!! I wish we had a food delivery service with this level of customer focus on the US. Food arrives on time; if it doesn't, they normally offer up a voucher for next time. App is extremely easy to use as well.",foodpanda-food-delivery,758103884,
1,Stephmpat7,2019-08-31 07:26:48,Worst system ever,False,"This is so frustrating, when I enter my address it doesn’t even show the right location. Then the drivers call me but they don’t speak English so they end up getting lost and I have to wait 1.5 to 2.5 hours for my food EACH TIME . Really bad system that the map is wrong and that there’s no communication system or translation the way grab has. When are you going to fix all the issues ?",foodpanda-food-delivery,758103884,"{'id': 11326262, 'body': '""Hey Steph, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T10:18:38Z'}"
